"ID","duration","RecordedDate","mailboxfrequency","securitytraining","pre_self_1","pre_self_2","pre_self_3","attention_check_pre","pre_knowledge_1","pre_knowledge_2","pre_knowledge_3","pre_knowledge_4","pre_knowledge_5","pre_knowledge_6","pre_knowledge_7","pre_knowledge_8","pre_knowledge_9","pre_knowledge_10","pre_SA.13_1","pre_SA.13_2","pre_SA.13_3","pre_SA.13_4","pre_SA.13_5","pre_SA.13_6","pre_SA.13_7","pre_SA.13_8","pre_SA.13_9","pre_SA.13_10","pre_SA.13_11","pre_SA.13_12","pre_SA.13_13","pre_haisq_knowledge_1","pre_haisq_knowledge_2","pre_haisq_knowledge_3","pre_haisq_knowledge_4","pre_haisq_knowledge_5","pre_haisq_knowledge_6","pre_class_1","pre_class_2","pre_class_3","pre_class_4","pre_class_5","pre_class_6","pre_class_7","pre_class_8","pre_class_9","pre_class_10","pre_class_11","pre_class_12","pre_class_13","pre_class_14","pre_class_15","pre_class_16","pre_class_17","pre_class_18","pre_class_19","pre_class_20","pre_class_21","pre_class_22","pre_class_23","pre_class_24","video_1_check","video_2_check","video_3_check","Q300_First.Click","Q300_Last.Click","Q300_Page.Submit","Q300_Click.Count","t0_video1_q","t0_video1_t_First.Click","t0_video1_t_Last.Click","t0_video1_t_Page.Submit","t0_video1_t_Click.Count","t0_video2_q","t0_video2_t_First.Click","t0_video2_t_Last.Click","t0_video2_t_Page.Submit","t0_video2_t_Click.Count","t0_video3_q","t0_video3_t_First.Click","t0_video3_t_Last.Click","t0_video3_t_Page.Submit","t0_video3_t_Click.Count","Q320_First.Click","Q320_Last.Click","Q320_Page.Submit","Q320_Click.Count","Q313_First.Click","Q313_Last.Click","Q313_Page.Submit","Q313_Click.Count","Q267_First.Click","Q267_Last.Click","Q267_Page.Submit","Q267_Click.Count","Q328_First.Click","Q328_Last.Click","Q328_Page.Submit","Q328_Click.Count","Q333_First.Click","Q333_Last.Click","Q333_Page.Submit","Q333_Click.Count","Q331_First.Click","Q331_Last.Click","Q331_Page.Submit","Q331_Click.Count","Q269_First.Click","Q269_Last.Click","Q269_Page.Submit","Q269_Click.Count","feedback_like","feedback_dislike","feedback_general","feedback_00","feedback_01","feedback_02","feedback_10","feedback_11","feedback_12","feedback_2_videos_1","feedback_2_videos_2","feedback_2_videos_3","feedback_2","feedback_assign","post_class_1","post_class_2","post_class_3","post_class_4","post_class_5","post_class_6","post_class_7","post_class_8","post_class_9","post_class_10","post_class_11","post_class_12","post_class_13","post_class_14","post_class_15","post_class_16","post_class_17","post_class_18","post_class_19","post_class_20","post_class_21","post_class_22","post_class_23","post_class_24","post_attention","post_knowledge_1","post_knowledge_2","post_knowledge_3","post_knowledge_4","post_knowledge_5","post_knowledge_6","post_knowledge_7","post_knowledge_8","post_knowledge_9","post_knowledge_10","haisq_emailinternet_1","haisq_emailinternet_2","haisq_emailinternet_3","haisq_emailinternet_4","haisq_emailinternet_5","haisq_emailinternet_6","haisq_emailinternet_7","haisq_emailinternet_8","haisq_emailinternet_9","haisq_emailinternet_10","haisq_emailinternet_11","haisq_emailinternet_12","haisq_emailinternet_13","haisq_emailinternet_14","haisq_emailinternet_15","haisq_emailinternet_16","haisq_emailinternet_17","haisq_emailinternet_18","dem_age","dem_edu","dem_edu_8_TEXT","dem_it","dem_it_3_TEXT","dem_bfi_1","dem_bfi_2","dem_bfi_3","dem_bfi_4","dem_bfi_5","dem_bfi_6","dem_bfi_7","dem_bfi_8","dem_bfi_9","dem_bfi_10","post_self_1","post_self_2","post_self_3","post_sa.13_1","post_sa.13_2","post_sa.13_3","post_sa.13_4","post_sa.13_5","post_sa.13_6","post_sa.13_7","post_sa.13_8","post_sa.13_9","post_sa.13_10","post_sa.13_11","post_sa.13_12","post_sa.13_13","post_comments","post_errors","post_quality_q","post_quality_q_3_TEXT","SC0","string","PROLIFIC_PID","SESSION_ID","STUDY_ID","Timestamp_before_class_pre","Timestamp_train","Timestamp_train_end","Timestamp_before_class_post","Timestamp_after_class_post","Timestamp_demographics","condition","participant_score","reports","NOSCORE","group","pre.sa13_engagement","pre.sa13_attentiveness","pre.sa13_resistance","pre.sa13_concernedness","pre.sa13_total","post.sa13_engagement","post.sa13_attentiveness","post.sa13_resistance","post.sa13_concernedness","post.sa13_total","pre.haisq_email_knowledge","pre.haisq_internet_knowledge","post.haisq_email_knowledge","post.haisq_email_attitude","post.haisq_email_behaviour","post.haisq_internet_knowledge","post.haisq_internet_attitude","post.haisq_internet_behaviour","post.haisq_emailInternet_total","bfi_extraversion","bfi_agreeableness","bfi_conscientiousness","bfi_neuroticism","bfi_openness","class_phish_accuracy_pre","class_nophish_accuracy_pre","class_phish_accuracy_post","class_nophish_accuracy_post","knowledge_total_pre","knowledge_total_post","proficiency_pre","proficiency_post","prof_group","train_group","assignment_fit","outlier","feedback_total"
294,6145,"","Multiple times a week","Yes, once",2,2,2,"Sunfish",NA,0,1,NA,0,NA,1,NA,1,NA,3,5,4,5,5,5,4,1,2,1,5,4,1,5,5,5,5,4,1,NA,1,1,NA,1,NA,1,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,1,NA,"","","","9.603","133.495","138.11","9","Postman","234.108","234.108","322.308","1","Look for the 'who-area'","171.706","250.5","251.392","3","Sending fake copies of real emails","153.579","210.27","211.264","2","19.359","264.242","300.235","17","10.223","312.86","380.043","17","10.477","262.66","270.122","22","","","","","","","","","","","","","","","","","","","",NA,NA,NA,"Alternative 1: I would prefer the tests with guidance, together with the reminder elements.",NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,NA,1,NA,1,NA,1,NA,1,0,NA,NA,NA,1,1,NA,NA,0,NA,1,0,NA,1,0,1,NA,NA,1,NA,1,NA,1,NA,"Phishing can occur through emails, phone calls, and text messages.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,"18-25","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",1,5,2,1,5,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,4,4,1,"","","Yes, you can use this data","","31.4","011010101001110010110010","","","","2024-08-28T11:00:00.250Z","2024-08-28T11:05:32.509Z","2024-08-28T11:41:00.263Z","2024-08-28T11:56:47.721Z","2024-08-28T12:04:41.892Z","2024-08-28T12:14:20.420Z","1",22.4,"1,27,29,26","","0",4,5,2,3.33333333333333,3.66666666666667,5,4.66666666666667,4,4.33333333333333,4.46153846153846,15,10,15,15,15,15,15,11,86,3,5,5,3,5,1,1,0.833333333333333,0.666666666666667,0.6,0.8,20.4,26.1,1,"full","easy",NA,"prefer medium"
295,6382,"","Multiple times a day","Yes, once",4,4,3,"Sunfish",NA,1,NA,1,NA,0,1,NA,0,NA,4,4,3,4,5,4,4,3,4,3,4,4,2,2,2,5,3,4,3,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,0,1,NA,NA,NA,NA,0,NA,1,0,NA,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.521","541.408","561.654","73","86.274","553.652","560.21","17","22.007","546.944","560.176","58","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,1,NA,0,NA,NA,1,NA,1,0,NA,NA,NA,1,1,1,1,NA,1,NA,NA,1,NA,0,1,NA,1,NA,1,NA,NA,1,NA,"Phishing can occur through emails, phone calls, and text messages.",2,2,3,4,4,3,3,4,4,4,3,3,2,4,3,4,3,4,"26-35","Graduate university degree (Bachelor/Master)","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",2,4,5,3,3,3,4,4,3,4,4,4,4,4,5,3,5,4,3,4,4,3,5,5,3,4,"","","Yes, you can use this data","","29.3","010101101001110001001101","","","","2024-08-28T10:58:53.903Z","2024-08-28T11:14:55.527Z","2024-08-28T11:45:48.089Z","2024-08-28T12:01:33.945Z","2024-08-28T12:07:45.119Z","2024-08-28T12:13:40.893Z","0",21.3,"3,6","","1",3.66666666666667,4.33333333333333,3.5,3.33333333333333,3.83333333333333,4,4.33333333333333,3.5,4.33333333333333,4,9,10,7,11,11,10,9,11,59,2.5,4,3.5,3,3.5,1,0.333333333333333,0.666666666666667,1,0.6,0.8,18.3,22.4,1,"medium","match",NA,"prefer full"
296,6169,"","Multiple times a day","No, never",3,3,3,"Sunfish",NA,1,1,NA,1,NA,NA,1,NA,1,4,5,3,3,4,3,4,3,4,3,4,4,4,2,4,4,2,4,3,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,NA,0,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","Alternative 1: I would prefer receiving the full training.","I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,0,NA,1,0,NA,0,1,NA,NA,1,NA,1,0,NA,1,"",3,4,3,4,4,5,4,4,4,2,4,3,5,4,4,3,3,4,"36-45","Secondary or school diploma","","No, other education or occupation","",2,4,2,2,4,3,3,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,"","","Yes, you can use this data","","31.1","011010010110001101101001","","","","2024-08-28T10:56:01.915Z","2024-08-28T11:08:00.301Z","2024-08-28T12:02:47.207Z","2024-08-28T12:10:24.716Z","2024-08-28T12:18:17.790Z","2024-08-28T12:20:52.562Z","2",21.1,"","","1",3.33333333333333,4,3.5,4,3.66666666666667,4,4.33333333333333,4,4,4.07692307692308,10,9,10,13,12,9,13,10,67,2.5,3.5,4,3,4.5,1,0.6,0.833333333333333,0.714285714285714,1,0.666666666666667,20.1,22.1,1,"education","education",NA,"prefer full"
297,1711,"","Multiple times a day","Yes, once",3,4,4,"Sunfish",1,NA,NA,1,1,NA,NA,NA,1,1,3,4,4,2,3,3,3,3,2,4,3,3,3,2,2,3,3,3,4,1,NA,NA,1,0,NA,NA,NA,1,1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","Alternative 1: I would prefer receiving the full training.","I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,1,1,NA,NA,0,1,1,NA,NA,1,NA,1,0,NA,NA,1,1,NA,NA,1,1,1,NA,0,NA,1,1,NA,NA,1,1,1,NA,"Phishing can occur through emails, phone calls, and text messages.",5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,"36-45","Secondary or school diploma","","No, other education or occupation","",3,3,3,2,4,4,4,4,2,3,4,4,4,4,3,3,3,4,3,3,4,4,4,3,2,2,"","","Yes, you can use this data","","35.9","100110001101001101110001","","","","2024-08-28T12:35:19.176Z","2024-08-28T12:40:44.638Z","2024-08-28T12:51:13.213Z","2024-08-28T12:52:21.346Z","2024-08-28T12:54:57.022Z","2024-08-28T12:57:36.023Z","2",23.9,"","","1",3,3.33333333333333,3,3,3.08333333333333,3.66666666666667,3,3.25,3,3.23076923076923,7,10,15,11,14,15,15,15,85,3.5,3.5,2.5,2,3.5,0.833333333333333,1,0.833333333333333,0.857142857142857,1,0.833333333333333,20.9,25.1,1,"education","education",NA,"prefer full"
299,1936,"","Multiple times an hour","Yes, once",3,4,4,"Sunfish",0,1,NA,NA,1,NA,1,NA,0,NA,4,4,3,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,3,1,0,NA,NA,1,NA,1,NA,1,NA,0,NA,NA,0,1,NA,1,1,NA,NA,1,NA,NA,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.27","498.395","500.923","54","12.088","108.167","108.178","18","2.464","492.441","500.03","62","","","","","","","",NA,NA,NA,NA,"Alternative 2: I would prefer the training with only reminder elements.",NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,NA,1,1,NA,1,NA,1,NA,1,NA,1,0,NA,NA,0,NA,NA,1,0,NA,0,0,NA,0,NA,NA,1,1,NA,0,NA,1,NA,"",5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,"46-55","Associate or technical degree","","No, other education or occupation","",3,5,4,2,4,4,3,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"","","Yes, you can use this data","","29.8","110010101010011010101001","","","","2024-08-28T12:33:51.332Z","2024-08-28T12:36:21.249Z","2024-08-28T12:55:10.970Z","2024-08-28T12:56:08.887Z","2024-08-28T12:58:14.763Z","2024-08-28T13:00:38.382Z","1",22.8,"2,10,12,13,18,21,20,27,29","","1",3.66666666666667,3.66666666666667,4,4.33333333333333,3.91666666666667,4,4,4,4,4,12,11,14,15,11,15,15,14,84,3.5,4,4,2.5,4.5,0.666666666666667,0.666666666666667,1,0.166666666666667,0.6,0.6,18.8,19.8,1,"medium","match",NA,"prefer limited"
300,2519,"","Multiple times a week","Yes, once",5,5,5,"Sunfish",1,NA,1,NA,0,NA,NA,NA,0,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,1,4,5,1,NA,1,NA,0,NA,NA,NA,1,1,NA,1,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.163","1095.641","1099.315","342","","","",NA,NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,"","","",NA,"I prefer to select the training myself.",NA,1,NA,1,NA,1,0,1,NA,NA,0,NA,NA,0,NA,0,0,0,NA,1,NA,1,1,NA,0,NA,0,NA,1,NA,1,1,1,NA,"Phishing can occur through emails, phone calls, and text messages.",5,2,4,1,4,5,5,5,5,4,1,4,5,5,4,4,4,5,"18-25","Graduate university degree (Bachelor/Master)","","Yes, IT specialist, IT security specialist or similar","",1,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,"","","Yes, you can use this data","","32.9","101010001101101001101001","","","","2024-08-28T12:39:20.346Z","2024-08-28T12:43:19.371Z","2024-08-28T13:02:02.985Z","2024-08-28T13:05:05.372Z","2024-08-28T13:07:17.558Z","2024-08-28T13:10:08.939Z","0",27.9,"10,11,12,13,6,22,21,27,28","","2",5,5,5,3.66666666666667,5,5,5,4,5,4.69230769230769,14,10,11,10,15,9,14,13,72,3,5,3,1,3,0.833333333333333,0.8,0.666666666666667,0.428571428571429,0.6,0.666666666666667,25.9,24.1,2,"limited","match",NA,"prefer full"
303,1675,"","Multiple times a day","Yes, more than once",5,5,5,"Sunfish",NA,1,NA,0,NA,1,1,NA,1,NA,5,5,5,5,5,5,5,1,5,5,2,5,1,1,2,1,1,5,4,NA,0,NA,1,NA,0,1,NA,1,NA,1,NA,0,1,NA,NA,NA,NA,1,1,1,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75","963.466","966.415","283","","","",NA,NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",1,NA,1,NA,1,NA,NA,1,NA,0,NA,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,1,0,1,NA,1,NA,1,NA,NA,1,NA,"",2,2,4,5,5,5,5,5,5,2,5,1,5,5,4,2,2,4,"26-35","Graduate university degree (Bachelor/Master)","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",4,1,5,2,4,4,2,4,1,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,"","","Yes, you can use this data","","39.7","010101101010110001011010","","","","2024-08-30T14:37:43.408Z","2024-08-30T14:40:28.252Z","2024-08-30T14:56:43.419Z","2024-08-30T14:57:41.244Z","2024-08-30T14:58:44.636Z","2024-08-30T15:00:17.019Z","0",29.7,"4","","2",5,5,4,2.66666666666667,4.41666666666667,5,4.66666666666667,5,4.66666666666667,4.84615384615385,4,10,8,15,15,8,14,8,68,4,1.5,1,1.5,4,0.666666666666667,0.833333333333333,0.833333333333333,1,0.8,0.8,24.7,27.6,2,"limited","match",NA,"prefer full"
304,1810,"","Multiple times a day","Yes, once",3,3,3,"Sunfish",1,NA,1,NA,0,NA,NA,1,NA,0,3,4,3,2,3,3,3,3,4,3,4,4,4,4,4,5,5,2,4,1,NA,1,NA,1,NA,NA,0,NA,1,NA,1,1,NA,1,NA,0,0,NA,1,NA,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.97","409.372","422.374","61","18.084","103.897","103.802","16","7.556","408.629","421.901","37","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,1,NA,1,NA,1,1,NA,1,NA,0,NA,NA,1,NA,1,NA,NA,0,NA,0,1,1,NA,0,NA,1,NA,1,NA,1,1,NA,1,"Phishing can occur through emails, phone calls, and text messages.",5,1,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,4,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,4,4,3,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,"","","Yes, you can use this data","","29.3","101010010101101010110001","","","","2024-08-30T14:35:25.478Z","2024-08-30T14:37:39.175Z","2024-08-30T14:54:19.495Z","2024-08-30T14:55:38.024Z","2024-08-30T14:56:44.804Z","2024-08-30T14:59:22.996Z","0",21.3,"2,10,11,12,13,16,17,22","","1",2.66666666666667,3.33333333333333,3.25,4,3.25,4,4,3.5,4,3.84615384615385,13,11,11,15,11,14,15,14,80,3,4,4,3.5,4,0.833333333333333,0.666666666666667,0.833333333333333,0.666666666666667,0.6,0.833333333333333,18.3,21.6,1,"medium","match",NA,"prefer full"
305,1747,"","Multiple times a day","No, never",1,1,1,"Sunfish",NA,1,1,NA,1,NA,NA,NA,1,1,2,3,3,4,3,3,4,4,3,3,4,1,5,3,2,3,3,3,3,NA,0,1,NA,0,NA,NA,NA,0,1,0,NA,NA,NA,1,0,0,1,NA,NA,1,1,NA,1,"","","","22.922","104.206","106.317","22","Postman","25.626","76.792","168.671","2","Look for the 'who-area'","21.021","196.438","201.484","3","Sending fake copies of real emails","12.507","49.342","152.803","2","16.563","145.313","151.109","36","16.218","104.134","104.145","21","8.576","88.959","159.756","10","","","","","","","","","","","","","","","","","","","","I would prefer the training I experienced.",NA,NA,NA,NA,NA,"6","Very useful","Very useful",NA,"I prefer the training to be assigned based on personalisation.",1,NA,NA,1,NA,1,1,1,NA,NA,NA,1,1,0,NA,NA,NA,NA,0,1,NA,NA,0,NA,0,1,NA,NA,1,NA,1,1,1,NA,"",3,4,3,3,4,3,4,2,4,3,3,2,4,4,3,4,2,4,"18-25","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",4,4,2,2,4,4,2,3,4,4,3,3,3,3,3,4,3,2,3,3,4,3,4,3,4,3,"","","Yes, you can use this data","","23.4","011010001110001110001101","","","","2024-08-30T14:36:15.579Z","2024-08-30T14:38:47.137Z","2024-08-30T14:56:31.007Z","2024-08-30T14:57:48.294Z","2024-08-30T14:59:07.485Z","2024-08-30T15:00:38.766Z","0",15.4,"3,1","","0",3,3,3.5,3.33333333333333,3.08333333333333,3.33333333333333,3.33333333333333,2.75,3.66666666666667,3.23076923076923,8,9,10,10,10,8,11,10,59,4,3,4,3,4,0.333333333333333,0.714285714285714,1,0.4,1,0.833333333333333,14.4,18.2,0,"full","match",NA,"keep"
306,1831,"","Multiple times an hour","Yes, more than once",3,3,3,"Sunfish",1,NA,0,NA,1,NA,1,NA,NA,1,2,3,4,2,3,3,4,2,4,4,2,2,3,2,5,5,5,5,5,1,NA,1,NA,0,NA,1,NA,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.661","960.493","963.822","93","","","",NA,NA,"I would prefer the training I experienced.",NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",NA,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,NA,0,NA,1,NA,1,NA,1,NA,1,1,"",3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,3,5,2,2,3,2,4,2,3,3,3,3,3,3,4,3,4,2,2,2,4,3,3,2,4,"","","Yes, you can use this data","","39.7","101010100110110010001101","","","","2024-08-30T14:35:28.538Z","2024-08-30T14:38:06.456Z","2024-08-30T14:54:20.052Z","2024-08-30T14:56:26.950Z","2024-08-30T14:59:13.391Z","2024-08-30T15:01:11.165Z","0",28.7,"12,17","","2",2.66666666666667,3,3.5,2.33333333333333,2.91666666666667,2.33333333333333,3.33333333333333,3.5,2.66666666666667,3,12,15,13,13,15,15,15,15,86,2.5,2.5,2.5,2,2.5,0.833333333333333,1,1,1,0.8,0.833333333333333,22.7,22.9,2,"limited","match",NA,"keep"
307,1875,"","Multiple times an hour","Yes, more than once",4,4,4,"Sunfish",1,1,NA,NA,1,NA,NA,1,1,NA,4,5,4,3,4,4,4,4,4,4,2,4,3,2,2,4,4,4,3,1,0,NA,NA,1,NA,NA,1,1,NA,0,NA,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.501","965.563","967.174","120","","","",NA,NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,NA,1,1,NA,1,1,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,1,1,NA,0,NA,NA,1,1,NA,1,1,NA,NA,"",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,3,5,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,3,4,"","","Yes, you can use this data","","40.7","110010011010101010011001","","","","2024-08-30T14:36:16.611Z","2024-08-30T14:40:18.809Z","2024-08-30T14:56:38.311Z","2024-08-30T14:58:04.534Z","2024-08-30T15:00:07.455Z","2024-08-30T15:01:53.120Z","0",29.7,"12,17","","2",3.66666666666667,4.33333333333333,4,3,3.83333333333333,3.33333333333333,4,4,3,3.61538461538462,8,11,15,15,15,15,15,15,90,3,3.5,2,1.5,4,0.666666666666667,1,1,1,1,0.8,23.7,24.6,2,"limited","match",NA,"prefer full"
308,1927,"","Multiple times a day","Yes, once",2,2,1,"Sunfish",1,NA,1,NA,NA,0,NA,NA,1,1,2,3,2,1,3,2,2,4,4,2,5,5,5,4,2,4,5,5,5,1,NA,0,NA,NA,1,NA,NA,0,1,0,NA,1,NA,NA,1,1,1,NA,1,NA,1,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.116","429.473","432.15","79","84.657","256.654","256.662","18","4.744","463.29","464.119","70","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer to select the training myself.",NA,1,NA,0,1,NA,1,1,NA,NA,NA,1,NA,0,1,NA,NA,NA,1,NA,1,NA,1,NA,0,NA,1,NA,1,1,NA,1,1,NA,"",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",1,3,4,2,4,1,3,5,4,4,4,3,5,4,4,3,4,4,4,2,4,4,5,5,5,5,"","","Yes, you can use this data","","30","101001001110100110010101","","","","2024-08-30T14:35:53.108Z","2024-08-30T14:39:33.342Z","2024-08-30T14:59:09.657Z","2024-08-30T15:00:30.192Z","2024-08-30T15:02:00.960Z","2024-08-30T15:03:45.180Z","0",21,"4,10,12,13,17,22,24,27,29,30","","1",1.66666666666667,2.66666666666667,3,5,2.91666666666667,3.33333333333333,3.66666666666667,4.25,5,4.07692307692308,10,15,15,15,15,15,15,15,90,1,3,3.5,3,4,0.5,1,0.833333333333333,0.8,0.8,0.833333333333333,18,25,1,"medium","match",NA,"keep"
309,1948,"","Multiple times an hour","Yes, once",3,4,3,"Sunfish",1,NA,NA,1,1,NA,1,1,NA,NA,3,3,4,2,4,3,4,4,5,4,4,3,2,2,3,2,4,4,4,1,NA,NA,1,1,NA,1,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,1,1,NA,0,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.902","424.969","430.027","72","31.205","166.85","166.865","16","2.069","443.742","445.678","70","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,1,1,NA,NA,1,NA,NA,1,1,NA,1,1,NA,1,NA,1,1,NA,NA,NA,1,NA,1,0,NA,1,1,NA,NA,1,NA,NA,1,"",2,3,3,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",3,3,4,4,2,4,2,4,4,4,4,4,5,4,4,4,4,4,4,3,3,4,2,3,3,5,"","","Yes, you can use this data","","37.3","100110110010010101011010","","","","2024-08-30T14:36:39.645Z","2024-08-30T14:39:39.533Z","2024-08-30T14:57:23.085Z","2024-08-30T14:59:16.784Z","2024-08-30T15:01:54.149Z","2024-08-30T15:03:47.769Z","0",25.3,"4,10,12,17,24,25,27,13,29,30","","1",3,3.33333333333333,4.25,3,3.58333333333333,3.33333333333333,4,4.25,2.66666666666667,3.61538461538462,7,12,8,15,14,14,15,14,80,3.5,2.5,3.5,4,3,0.833333333333333,0.833333333333333,1,1,1,0.8,21.3,24.7,1,"medium","match",NA,"keep"
310,2031,"","Multiple times a day","Yes, once",3,3,3,"Sunfish",NA,1,NA,1,NA,1,0,NA,1,NA,2,2,3,2,3,4,2,3,2,2,5,5,3,2,5,4,3,5,3,NA,1,NA,1,NA,1,0,NA,1,NA,0,NA,NA,1,NA,1,1,1,NA,1,NA,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.305","498.077","499.725","67","78.387","212.612","212.617","20","2.83","428.219","430.941","93","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,1,NA,0,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,1,1,1,NA,0,1,NA,1,NA,1,NA,NA,1,NA,"",2,4,1,3,3,4,4,5,5,3,3,2,3,2,3,1,3,3,"26-35","Secondary or school diploma","","Yes, IT specialist, IT security specialist or similar","",1,5,4,3,3,4,2,3,2,3,4,5,4,4,5,3,3,2,2,4,4,1,4,3,4,2,"","","Yes, you can use this data","","33","010101101010010110110001","","","","2024-08-30T14:34:55.284Z","2024-08-30T14:37:55.780Z","2024-08-30T14:58:46.476Z","2024-08-30T14:59:56.683Z","2024-08-30T15:01:40.862Z","2024-08-30T15:03:28.251Z","0",23,"","","1",2.33333333333333,3,2.25,4.33333333333333,2.91666666666667,4,3.66666666666667,1.75,3.66666666666667,3.15384615384615,11,11,7,10,14,8,8,7,54,2.5,3.5,3.5,2.5,3,0.666666666666667,1,0.833333333333333,1,0.8,0.8,20,22.2,1,"medium","match",NA,"keep"
